ranking,ticker,date,score_short,score_long,score_ens,top1_feature_group,top2_feature_group,top3_feature_group,top1_features,top2_features,top3_features
15,7310,2023-07-25,0.05092303992978232,0.01977187,0.03534745496489116,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
16,192080,2023-07-25,0.035529498506162015,0.031517584,0.033523541253081005,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
17,1040,2023-07-25,0.051381282307344234,0.012334294,0.031857788153672115,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
18,375500,2023-07-25,0.03615711113999035,0.024117926,0.030137518569995178,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
19,30200,2023-07-25,0.02726369774087056,0.036585804,0.03192475087043528,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
20,4800,2023-07-25,0.04049482810650766,0.025655724,0.03307527605325383,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,5930,2023-08-23,0.11017819733995159,0.17844187,0.1443100336699758,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
2,5380,2023-08-23,0.08190395326395573,0.11883525,0.10036960163197786,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
3,24110,2023-08-23,0.03418896538094889,0.11596468,0.07507682269047444,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
4,34730,2023-08-23,0.07257441175516624,0.077730745,0.07515257837758313,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
5,270,2023-08-23,0.025666917584921636,0.09589199,0.060779453792460816,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
6,15760,2023-08-23,0.14233772262064387,-0.032499693,0.05491901481032194,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
7,880,2023-08-23,0.04415755477697475,0.05000612,0.047081837388487376,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
8,51910,2023-08-23,0.05427126854830502,0.03255429,0.043412779274152505,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
9,3550,2023-08-23,0.03536651713958796,0.030205224,0.03278587056979398,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
10,139480,2023-08-23,0.02875408562866158,0.034553543,0.031653814314330786,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
11,670,2023-08-23,0.040996664058228015,0.031235201,0.036115932529114006,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
12,267250,2023-08-23,0.025064556359118775,0.036264677,0.030664616679559387,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
13,373220,2023-08-23,0.03107153061593736,0.033474836,0.03227318330796868,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
14,28260,2023-08-23,0.031843183058778354,0.032451157,0.032147170029389174,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
15,20000,2023-08-23,0.03200753338532686,0.0,0.01600376669266343,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
16,11170,2023-08-23,0.044543608537621564,0.01865801,0.03160080926881078,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
17,12330,2023-08-23,0.03952408139834447,0.027321067,0.03342257419917224,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
18,9830,2023-08-23,0.04111763851903945,0.021887,0.031502319259519726,value,technical,news,"turnover, net_income, roe","volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
19,78930,2023-08-23,0.018648604135150005,0.03471557,0.026682087067575,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
20,36460,2023-08-23,0.020888082471560283,0.033254072,0.027071077235780144,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,5930,2023-09-20,0.0834229818172057,0.21697187,0.15019742590860286,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
2,5380,2023-09-20,0.061360062444090674,0.08630532,0.07383269122204533,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
3,24110,2023-09-20,0.016534103931835846,0.11811485,0.06732447696591792,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
4,34730,2023-09-20,0.06115246097265715,0.0747344,0.06794343048632857,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
5,15760,2023-09-20,0.13776437827258292,-0.022971239,0.05739656963629146,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
6,28260,2023-09-20,0.027739852260301127,0.036165275,0.03195256363015056,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
7,880,2023-09-20,0.005894995970216329,0.05946303,0.03267901298510816,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
8,9830,2023-09-20,0.032059041395486286,0.029804181,0.030931611197743143,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
9,139480,2023-09-20,0.024315568255446653,0.03311468,0.028715124127723327,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
10,30200,2023-09-20,0.03416310478499478,0.027322829,0.03074296689249739,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
11,26960,2023-09-20,0.03340745236499971,0.027114768,0.030261110182499856,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
12,282330,2023-09-20,0.034944818661064955,0.024186548,0.02956568333053248,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
13,3490,2023-09-20,0.029921156582225363,0.02690544,0.02841329829111268,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
14,192080,2023-09-20,0.025022358285863237,0.027600877,0.02631161764293162,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
15,51910,2023-09-20,0.025682437764184503,0.024191294,0.02493686588209225,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
16,112610,2023-09-20,0.03651944966872283,0.013050119,0.024784784334361414,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
17,336260,2023-09-20,0.027959069591087193,0.022236161,0.025097615295543597,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
18,97950,2023-09-20,0.024782485995989444,0.02599992,0.025391202997994723,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
19,39130,2023-09-20,0.01650265675163424,0.033542,0.02502232837581712,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
20,5300,2023-09-20,0.03424001896450066,0.018804181,0.02652209998225033,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,5930,2023-10-25,0.060526669579600574,0.1999876,0.13025713478980028,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
2,105560,2023-10-25,0.02901402277594529,0.19051456,0.10976429138797264,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
3,5380,2023-10-25,0.06570146421162412,0.0865859,0.07614368210581206,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
4,24110,2023-10-25,0.017199682933960774,0.11894852,0.06807410146698038,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
5,34730,2023-10-25,0.06235243703778679,0.060872264,0.0616123505188934,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
6,15760,2023-10-25,0.1360569480631512,-0.025150217,0.055453365531575594,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
7,12330,2023-10-25,0.04115648518688331,0.06014161,0.05064904759344165,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
8,880,2023-10-25,0.026233299803540687,0.06769973,0.04696651490177034,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
9,3490,2023-10-25,0.04095951184314857,0.034631472,0.03779549192157429,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
10,6360,2023-10-25,0.04021726801399225,0.024633216,0.032425242006996126,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
11,28260,2023-10-25,0.02501103360746225,0.03258136,0.028796196803731123,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
12,42660,2023-10-25,0.03500148994546584,0.020014936,0.02750821297273292,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
13,11200,2023-10-25,0.009917767749557915,0.051549867,0.030733817374778958,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
14,4020,2023-10-25,0.029485309529292555,0.019286439,0.02438587426464628,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
15,35720,2023-10-25,0.03889770248882396,0.018018305,0.02845800374441198,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
16,336260,2023-10-25,0.037087421776823816,0.021353068,0.029220244888411906,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
17,381970,2023-10-25,0.027655763619116435,0.0,0.013827881809558218,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
18,39130,2023-10-25,0.02474825594593727,0.031816117,0.028282186472968634,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
19,36460,2023-10-25,0.019747884738419385,0.034490045,0.027118964869209693,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
20,57050,2023-10-25,0.025994588969484814,0.0,0.012997294484742407,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,105560,2023-11-22,0.05792973505266198,0.23471911,0.146324422526331,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
2,55550,2023-11-22,0.05196097743567699,0.23534828,0.1436546287178385,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
3,5380,2023-11-22,0.07280588117253566,0.15461446,0.11371017058626784,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
4,316140,2023-11-22,0.059586545331839866,0.16321898,0.11140276266591995,technical,value,esg,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","esg_score, environmental_score, social_score"
5,24110,2023-11-22,0.051957137095692905,0.14951028,0.10073370854784645,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
6,5930,2023-11-22,0.15037791416598417,0.022228796,0.08630335508299208,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
7,15760,2023-11-22,0.05027741052450541,0.04676835,0.04852288026225271,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
8,270,2023-11-22,0.03180472069728611,0.057281483,0.04454310184864306,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
9,880,2023-11-22,0.02755457611151793,0.06591082,0.04673269805575896,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
10,138930,2023-11-22,0.03196780456219265,0.047756065,0.03986193478109633,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
11,32350,2023-11-22,0.02898049716527311,0.059756733,0.04436861508263655,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
12,34730,2023-11-22,0.02961058195930315,0.056134176,0.04287237897965158,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
13,36460,2023-11-22,0.051231084968160194,0.03585433,0.043542707484080095,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
14,12330,2023-11-22,0.03683498346687913,0.037801348,0.03731816573343956,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
15,30200,2023-11-22,0.042732939989978645,0.03409522,0.038414079994989324,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
16,32640,2023-11-22,0.047058652474778806,0.029072717,0.0380656847373894,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
17,29780,2023-11-22,0.037053347155087055,0.03643564,0.03674449357754353,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
18,4170,2023-11-22,0.056989556591406136,0.026359003,0.04167427979570307,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
19,139480,2023-11-22,0.051362886236145655,0.028856277,0.04010958161807283,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
20,5830,2023-11-22,0.026932256956491783,0.032916848,0.02992455247824589,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,105560,2023-12-20,0.04333045514607364,0.24248542,0.14290793757303683,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
2,55550,2023-12-20,0.03354959757203427,0.23101631,0.13228295378601712,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
3,316140,2023-12-20,0.051713857820515276,0.16596241,0.10883813391025764,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
4,24110,2023-12-20,0.05162444480878619,0.1550016,0.10331302240439309,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
5,5380,2023-12-20,0.04234701053094022,0.112774625,0.07756081776547011,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
6,880,2023-12-20,0.056317489127276174,0.08013956,0.0682285245636381,value,technical,news,"turnover, net_income, roe","volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
7,32350,2023-12-20,0.02916946260923426,0.07770254,0.053436001304617134,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
8,5930,2023-12-20,0.12677775751256423,-0.025854466,0.05046164575628212,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
9,15760,2023-12-20,0.04347409049343779,0.05435265,0.04891337024671889,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
10,3410,2023-12-20,0.055400461877101695,0.0,0.027700230938550847,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
11,66570,2023-12-20,0.04875870754135853,0.039748892,0.04425379977067927,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
12,29780,2023-12-20,0.06511834904526098,0.028017232,0.04656779052263049,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
13,32640,2023-12-20,0.05009723097268052,0.043792926,0.04694507848634026,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
14,6360,2023-12-20,0.05673279258139042,0.029778559,0.04325567579069521,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
15,138930,2023-12-20,0.03706458079010842,0.045481324,0.04127295239505421,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
16,78930,2023-12-20,0.04602576043773634,0.038790695,0.042408227718868166,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
17,1800,2023-12-20,0.050472532368054955,0.02911342,0.03979297618402748,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
18,34730,2023-12-20,0.03942127998589858,0.045651212,0.04253624599294929,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
19,17670,2023-12-20,0.040793445561917656,0.033175096,0.036984270780958825,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
20,97950,2023-12-20,0.04147765525527327,0.03209091,0.03678428262763664,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,55550,2024-01-22,0.03822365321109392,0.23283458,0.13552911660554698,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
2,105560,2024-01-22,0.025814147695683982,0.23682564,0.13131989384784198,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
3,86790,2024-01-22,0.03470447528129682,0.19554974,0.1151271076406484,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
4,316140,2024-01-22,0.04094655989695231,0.1650372,0.10299187994847615,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
5,24110,2024-01-22,0.041092239310409104,0.14929624,0.09519423965520454,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
6,5380,2024-01-22,0.06758837754436092,0.12301489,0.09530163377218046,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
7,32830,2024-01-22,0.07220003319520847,0.11337724,0.09278863659760424,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
8,880,2024-01-22,0.07612422788217234,0.07640482,0.07626452394108617,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
9,34730,2024-01-22,0.0875464756888388,0.054407362,0.0709769188444194,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
10,10780,2024-01-22,0.044982998179316495,0.0,0.022491499089658248,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
11,12330,2024-01-22,0.05244728253806148,0.03385839,0.04315283626903074,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
12,138930,2024-01-22,0.037901635330003444,0.044266783,0.04108420916500172,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
13,88350,2024-01-22,0.032080974808990886,0.04926384,0.040672407404495445,value,technical,news,"turnover, net_income, roe","volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
14,32350,2024-01-22,0.013884582286852602,0.062086053,0.0379853176434263,technical,news,value,"volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise","turnover, net_income, roe"
15,15760,2024-01-22,0.026466031806383315,0.04646165,0.03646384090319166,value,technical,news,"turnover, net_income, roe","volatility_60d, volatility_20d, volatility","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
16,6800,2024-01-22,0.04262934804786561,0.033315316,0.037972332023932805,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
17,270,2024-01-22,0.022276769473436764,0.046759464,0.03451811673671838,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
18,31430,2024-01-22,0.03722435047466474,0.0,0.01861217523733237,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
19,4990,2024-01-22,0.04456143329170131,0.02393457,0.03424800164585066,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
20,300720,2024-01-22,0.04888098157173828,0.017439384,0.03316018278586914,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
1,55550,2024-02-21,0.008990974906786532,0.21178135,0.11038616245339326,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
2,105560,2024-02-21,-0.016828246476982823,0.19852005,0.09084590176150859,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
3,316140,2024-02-21,0.023409245346861812,0.15294643,0.0881778376734309,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
4,24110,2024-02-21,0.019334328651434977,0.13672642,0.07803037432571748,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
5,5930,2024-02-21,0.13444175492164998,0.012001039,0.07322139696082498,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
6,86790,2024-02-21,-0.015085720857158745,0.16388929,0.07440178457142062,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
7,32350,2024-02-21,0.062167061783455345,0.07611359,0.06914032589172767,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
8,4370,2024-02-21,0.06213492021740702,0.022903834,0.04251937710870351,technical,value,news,"volatility_60d, volatility_20d, volatility","turnover, net_income, roe","news_sentiment, news_sentiment_ewm5, news_sentiment_surprise"
